# SITEPH_SDSS SITE PHOTOMETRY - Sat Jan  3 16:51:45 2015
# SN           mj  mjerr    mj.5 mjerr    mj1  mjerr    mj2  mjerr    sbj     mh  mherr   mh.5  mherr    mh1  mherr    mh2  mherr    sbh     mk  mkerr   mk.5  mkerr    mk1  mkerr    mk2  mkerr    sbk  host                          snx     sny
2008ew      16.55   1.75  19.64   7.28  18.18   3.71  16.76   1.93  20.03  15.83   1.58  19.06   6.97  17.57   3.51  16.05   1.74  19.31  15.20   1.46  18.28   6.01  16.80   3.04  15.39   1.59  18.67  IC1236                      222.6   221.5
2013by      17.38   2.58  17.16   2.32  15.93   1.32  15.26   0.97  20.86  16.30   1.95  16.11   1.79  14.89   1.02  13.95   0.66  19.77  17.13   3.55  16.77   3.00  15.17   1.44  14.74   1.18  20.61  ESO138-010                  709.8   782.5
2007ae      17.25   2.42  23.46  42.39  21.77  19.46  20.11   9.05  20.73  16.56   2.20  22.57  35.02  21.10  17.79  19.58   8.82  20.04 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  UGC10704                    176.3   162.2
2002ej      15.29   0.98  17.91   3.28  16.44   1.67  15.05   0.88  18.77  14.63   0.90  17.24   3.02  15.76   1.53  14.39   0.81  18.11  14.25   0.94  16.99   3.33  15.46   1.64  13.99   0.84  17.72  NGC6324                     273.3   256.9
2000bs      18.03   3.47  22.25  24.19  20.74  12.10  19.05   5.56  21.51  16.77   2.42  20.70  14.81  19.16   7.28  17.68   3.68  20.25  16.20   2.31  20.35  15.64  18.79   7.63  17.14   3.56  19.68  UGC10710                    424.1   410.1
2004ec      15.34   1.01  20.09   8.97  18.54   4.39  17.04   2.20  18.82  14.64   0.91  19.42   8.20  17.85   3.99  16.35   1.99  18.12  14.35   0.99  19.16   9.02  17.58   4.36  16.07   2.18  17.83  UGC10717                    199.9   195.7
2008az      14.75   0.77  16.38   1.63  14.89   0.82  13.46   0.42  18.23  14.06   0.70  15.69   1.48  14.20   0.74  12.75   0.38  17.54  13.71   0.73  15.36   1.57  13.86   0.79  12.44   0.41  17.19  UGC10721                    333.5   339.4
2005bp      18.33   3.99  22.06  22.25  20.71  11.92  19.17   5.87  21.81  17.47   3.34  23.18  46.32  21.36  20.06  18.90   6.45  20.95  18.32   6.14  22.98  52.53  23.59  69.49  19.97  13.13  21.80  UGC10732                    216.0   239.5
2001cp      19.49   6.81  23.34  40.12  22.28  24.57  20.53  10.99  22.97  21.05  17.37 -99.00   0.01 -99.00   0.01 -99.00   0.01  24.53  17.11   3.51  20.23  14.81  18.81   7.67  17.47   4.15  20.59  UGC10738                    372.3   284.9
2002er      15.49   1.08  17.27   2.45  15.82   1.25  14.40   0.65  18.97  14.82   0.99  16.67   2.32  15.16   1.15  13.70   0.59  18.30  14.57   1.09  16.40   2.53  14.90   1.27  13.50   0.67  18.05  UGC10743                    376.7   368.6
2006mp      18.70   4.73 -99.00   0.01 -99.00   0.01 -99.00   0.01  22.18  17.45   3.31 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.93 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  MCG+08-31-029               213.1   220.9
2008fj      16.44   1.67  20.16   9.24  18.65   4.62  17.21   2.38  19.92  15.82   1.56  19.73   9.46  18.23   4.75  16.67   2.31  19.30  15.62   1.77  19.34   9.83  17.83   4.89  16.40   2.53  19.10  UGC10759                    294.5   307.6
2003U       17.22   2.39  21.03  13.83  19.57   7.06  18.09   3.56  20.69  16.65   2.29  20.44  13.13  19.01   6.81  17.56   3.49  20.13  16.32   2.44  19.61  11.09  18.26   5.98  16.94   3.25  19.80  NGC6365A                    207.9   212.9
2001ad      19.08   5.64  20.92  13.13  19.49   6.81  18.83   5.01  22.56  18.18   4.64  20.44  13.13  18.55   5.49  17.60   3.55  21.66  18.26   5.96  19.97  13.13  18.64   7.09  19.83  12.28  21.74  NGC6373                     295.9   262.4
2012an      18.97   5.36  20.92  13.13  19.49   6.81  18.17   3.70  22.45  19.85  10.03  21.56  21.97  21.05  17.37  17.79   3.88  23.33  17.57   4.34 -99.00   0.01  18.32   6.14  16.69   2.90  21.05  NGC6373                     235.8   277.1
2007ad      15.84   1.26  19.73   7.59  18.20   3.75  16.69   1.87  19.31  15.45   1.32  19.44   8.29  17.92   4.12  16.38   2.02  18.93  14.93   1.29  18.71   7.32  17.20   3.66  15.73   1.86  18.41  UGC10845                    183.0   179.1
1991af      16.43   1.66  20.21   9.46  18.62   4.56  16.90   2.06  19.91  15.76   1.52  19.29   7.72  17.79   3.88  16.22   1.88  19.24  15.53   1.70  18.87   7.89  17.42   4.05  15.96   2.07  19.01  PGC060308                   217.5   222.1
2004ao      17.28   2.46  17.67   2.95  16.31   1.57  14.68   0.74  20.76  16.00   1.70  16.43   2.07  15.15   1.15  13.82   0.62  19.48  16.51   2.66  16.92   3.23  15.66   1.80  14.15   0.90  19.99  UGC10862                    424.4   404.1
2001aa      17.58   2.82  21.02  13.76  19.41   6.57  17.82   3.15  21.06  16.74   2.39  20.08  11.13  18.56   5.53  16.99   2.68  20.21  16.38   2.51  19.15   9.01  17.72   4.64  16.47   2.62  19.86  UGC10888                    192.2   202.1
2006ap      17.20   2.36  20.48  10.72  19.01   5.46  17.56   2.80  20.67  16.68   2.32  19.70   9.33  18.28   4.87  16.99   2.68  20.15  16.08   2.19  19.31   9.68  17.86   4.96  16.45   2.59  19.56  NGC6378                     314.2   279.2
1971L       15.61   1.14  15.39   1.03  13.84   0.50  12.27   0.25  19.09  14.65   0.91  14.44   0.83  12.93   0.41  11.42   0.21  18.13  14.54   1.08  14.32   0.97  12.80   0.48  11.24   0.24  18.02  NGC6384                    1154.2  1197.7
1992ab     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.11   3.51  19.59  10.99  17.57   4.34  15.50   1.67  20.59  NGC6389                     391.0   447.9
2000M       15.28   0.98  16.94   2.10  15.52   1.09  14.14   0.58  18.76  14.62   0.90  16.30   1.95  14.87   1.01  13.42   0.52  18.10  14.38   1.00  16.11   2.22  14.64   1.12  13.15   0.57  17.86  NGC6389                     469.4   456.2
1999da      18.25   3.84  22.04  21.97  19.89   8.19  17.47   2.68  21.73 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.36   3.93  20.89  20.06  18.68   7.24  16.85   3.12  20.83  NGC6411                     552.1   481.2
2008an      16.44   1.67  20.18   9.33  18.66   4.64  17.20   2.36  19.92  15.79   1.54  19.49   8.49  17.99   4.24  16.55   2.19  19.27  15.49   1.66  19.18   9.10  17.70   4.60  16.24   2.36  18.97  UGC10936                    304.3   299.5
2013K       13.46   0.42  14.52   0.69  13.30   0.39  12.31   0.25  16.94  12.67   0.37  13.75   0.60  12.51   0.34  11.54   0.22  16.15  12.43   0.41  13.51   0.67  12.27   0.38  11.28   0.24  15.91  ESO009-010                  300.9   300.4
2003hp     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.84   4.91  19.72  11.66  18.36   6.24  17.80   4.82  21.32  UGC10942                    201.4   214.4
2003fa     -99.00   0.01  26.79 196.54 -99.00   0.01 -99.00   0.01 -99.00  19.10   7.09  22.09  28.08  20.68  14.65  19.48   8.43  22.58 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  MCG+07-36-033               234.5   273.8
1992aa      16.79   1.96  21.00  13.66  19.50   6.83  18.01   3.43  20.27  15.89   1.62  19.72   9.43  18.25   4.78  16.90   2.58  19.37  15.46   1.64  19.66  11.39  18.21   5.84  16.68   2.89  18.94  NGC6464                     227.4   212.6
2007cl      15.90   1.30  19.16   5.83  17.69   2.97  16.26   1.54  19.38  15.09   1.12  18.36   5.05  16.88   2.55  15.44   1.32  18.57  14.84   1.24  18.18   5.74  16.69   2.90  15.22   1.47  18.32  NGC6479                     256.3   260.0
2009ay      16.10   1.43  19.54   6.97  18.03   3.47  16.48   1.70  19.58  15.46   1.33  18.85   6.32  17.33   3.14  15.83   1.57  18.94  15.08   1.38  18.42   6.42  16.91   3.21  15.45   1.64  18.56  NGC6479                     240.6   249.5
2004cs      16.12   1.44  18.50   4.31  17.01   2.17  15.53   1.10  19.60  15.49   1.34  17.83   3.95  16.35   2.00  14.94   1.04  18.97  15.29   1.52  17.63   4.47  16.14   2.25  14.72   1.17  18.77  UGC11001                    370.1   366.9
2002by     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  21.33  24.57 -99.00   0.01 -99.00   0.01  17.64   4.49  24.81  ESO139-034                  348.2   311.4
1998bp      15.89   1.30  17.58   2.82  16.15   1.46  14.62   0.72  19.37  15.13   1.14  16.87   2.54  15.40   1.29  13.78   0.61  18.61  14.91   1.28  16.82   3.07  15.21   1.46  13.61   0.70  18.39  NGC6495                     389.7   404.7
2005B       20.02   8.69  21.93  20.95  20.43  10.48  19.27   6.14  23.50 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  18.32   6.14  19.51  10.60  18.43   6.45  18.47   6.57  21.80  UGC11066                    239.4   229.2
2009hs      18.42   4.15  23.26  38.54  21.46  16.85  19.63   7.24  21.90  16.96   2.65  21.00  16.98  19.37   8.02  17.79   3.88  20.44 -99.00   0.01  21.15  22.54  19.86  12.48  19.30   9.64 -99.00  NGC6521                     401.2   373.2
2006au      17.32   2.51  19.01   5.46  17.38   2.58  15.73   1.20  20.80  16.28   1.94  17.70   3.72  16.32   1.97  15.00   1.07  19.76  15.67   1.81  17.11   3.51  15.71   1.85  14.53   1.07  19.15  UGC11057                    544.1   544.8
2000cn      15.87   1.28  19.69   7.44  18.15   3.67  16.62   1.81  19.35  15.11   1.13  18.89   6.43  17.38   3.21  15.88   1.61  18.59  14.97   1.31  18.71   7.35  17.22   3.70  15.73   1.87  18.45  UGC11064                    488.7   474.3
2005ds      16.44   1.67  20.20   9.41  18.67   4.66  17.17   2.34  19.92  15.83   1.57  19.79   9.73  18.22   4.73  16.68   2.32  19.30  15.56   1.72  19.34   9.83  17.79   4.81  16.30   2.42  19.04  UGC11064                    495.8   494.6
2010gd      16.33   1.59  20.17   9.31  18.63   4.58  17.12   2.28  19.81  15.78   1.54  19.57   8.79  18.08   4.44  16.57   2.22  19.26  15.42   1.61  18.83   7.74  17.35   3.93  16.03   2.13  18.90  UGC11064                    481.3   464.3
2010hh     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  18.44   5.24  20.17  11.58  18.91   6.51  18.39   5.12  21.92  17.98   5.24  20.39  15.94  18.83   7.77  17.84   4.91  21.46  NGC6524                     158.8   152.1
2006dq      17.28   2.46  21.98  21.44  20.25   9.64  18.62   4.56  20.76  16.59   2.23  20.70  14.81  19.27   7.67  17.73   3.77  20.07  15.46   1.65  19.45  10.30  17.98   5.25  16.48   2.63  18.94  UGC11089                    211.8   234.0
2001bf      15.93   1.32  18.54   4.39  17.04   2.20  15.53   1.10  19.41  15.53   1.37  18.10   4.47  16.63   2.28  15.11   1.13  19.01  15.27   1.51  17.93   5.14  16.42   2.55  14.84   1.23  18.75  MCG+04-42-022               270.9   268.1
2004fv      14.59   0.71  17.02   2.18  15.55   1.11  14.12   0.57  18.07  13.89   0.64  16.33   1.98  14.86   1.00  13.41   0.52  17.36  13.65   0.71  16.10   2.21  14.62   1.12  13.17   0.57  17.12  NGC6492                     659.4   642.8
2012bt      17.25   2.42  19.63   7.24  18.16   3.68  16.76   1.93  20.73  16.34   1.99  19.12   7.17  17.53   3.44  15.68   1.47  19.82  17.80   4.82 -99.00   0.01 -99.00   0.01  16.63   2.82  21.27  IC4674                      189.1   177.5
2014cm      15.55   1.11  18.62   4.55  17.11   2.28  15.53   1.10  19.03  14.81   0.98  17.87   4.02  16.36   2.01  14.79   0.97  18.28  14.54   1.08  17.73   4.68  16.18   2.29  14.52   1.06  18.02  ESO229-008                  256.1   244.1
2006gz      20.53  10.99 -99.00   0.01 -99.00   0.01  21.53  17.37  24.01  17.94   4.15 -99.00   0.01 -99.00   0.01  18.93   6.57  21.42 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  IC1277                      284.0   245.2
2011ap      19.34   6.34  21.75  19.27  20.43  10.48  19.63   7.24  22.82  17.27   3.05  21.17  18.41  19.31   7.82  17.74   3.79  20.75  16.58   2.75  19.77  11.96  18.37   6.29  17.00   3.34  20.05  IC1277                      257.4   295.0
2002cu      19.78   7.77  21.69  18.74  20.36  10.14  19.73   7.58  23.26 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  NGC6575                     270.9   157.5
1998dx      18.36   4.04  23.66  46.32  22.21  23.83  20.71  11.92  21.84  16.95   2.63  23.15  45.69  21.67  23.16  20.14  11.42  20.43  17.25   3.75  22.44  40.98  20.96  20.72  19.43  10.25  20.73  UGC11149                    282.4   290.5
2003hs      18.33   3.99  23.32  39.71  21.96  21.19  20.53  10.99  21.81  16.70   2.34  21.84  25.06  20.38  12.79  18.90   6.45  20.17  16.29   2.41  21.50  26.50  20.10  13.90  18.61   7.02  19.77  UGC11149                    291.7   318.7
2008eb      14.38   0.65  15.41   1.04  13.91   0.52  12.34   0.25  17.86  13.61   0.56  14.62   0.90  13.14   0.46  11.56   0.22  17.09  13.26   0.60  14.24   0.94  12.81   0.48  11.22   0.23  16.73  NGC6574                     414.2   425.5
2003X       14.09   0.56  17.64   2.89  16.12   1.44  14.59   0.71  17.56  13.38   0.51  16.96   2.65  15.45   1.32  13.89   0.64  16.85  13.08   0.55  16.66   2.85  15.14   1.42  13.59   0.70  16.56  UGC11151                    198.3   195.4
2010hi      17.89   3.25  21.79  19.65  20.09   8.97  18.17   3.70  21.37  16.67   2.31  19.53   8.65  18.05   4.38  16.84   2.51  20.14 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  NGC6621                     226.1   261.5
2005bz      16.96   2.12  19.75   7.67  18.17   3.70  16.44   1.67  20.44  16.01   1.71  18.76   6.05  17.19   2.94  15.58   1.40  19.49  16.22   2.33  18.72   7.37  17.22   3.70  15.80   1.92  19.70  UGC11162                    306.2   313.1
2002dk      18.10   3.58  20.19   9.37  18.94   5.27  18.12   3.62  21.58  21.80  24.57 -99.00   0.01 -99.00   0.01 -99.00   0.01  25.28  16.80   3.05  21.21  23.16  19.01   8.43  16.80   3.05  20.28  NGC6616                     330.4   398.9
2006ci      17.06   2.22  19.07   5.60  17.58   2.82  16.17   1.47  20.54  16.16   1.83  18.41   5.16  16.77   2.42  15.19   1.17  19.64  15.59   1.75  17.81   4.85  16.18   2.29  14.68   1.15  19.07  ESO182-010                  480.2   458.8
2000dm      14.59   0.71  17.16   2.33  15.64   1.16  14.10   0.57  18.07  13.82   0.62  16.39   2.04  14.88   1.01  13.32   0.49  17.30  13.58   0.69  16.16   2.27  14.64   1.13  13.08   0.55  17.06  UGC11198                    229.6   221.6
2009fs      16.28   1.55  21.84  20.06  20.23   9.57  18.67   4.66  19.76  15.77   1.53  21.29  19.46  19.70   9.33  18.15   4.57  19.25  15.06   1.37  20.31  15.32  18.86   7.87  17.38   3.97  18.54  UGC11205                    248.4   256.8
2008bo      15.38   1.02  15.46   1.07  14.09   0.56  12.72   0.30  18.86  14.72   0.94  14.81   0.98  13.45   0.53  12.06   0.28  18.20  14.65   1.13  14.75   1.19  13.26   0.60  11.82   0.31  18.13  NGC6643                     365.1   411.7
2008ij      16.01   1.37  16.09   1.42  14.52   0.69  12.79   0.31  19.49  15.19   1.17  15.27   1.21  13.73   0.60  12.11   0.28  18.67  14.71   1.16  14.80   1.21  13.39   0.63  11.79   0.30  18.19  NGC6643                     375.2   385.7
1989P       17.47   2.68  20.45  10.60  18.57   4.45  16.51   1.72  20.95  17.97   4.21  20.33  12.48  18.90   6.45  17.07   2.78  21.45  16.60   2.78  18.61   7.02  17.25   3.75  16.02   2.12  20.08  NGC6636                     332.0   271.2
1998V       17.83   3.17  20.49  10.79  19.05   5.56  17.78   3.10  21.31  17.34   3.15  19.68   9.24  18.36   5.04  17.34   3.15  20.81 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  NGC6627                     310.5   305.3
2006ca      17.83   3.17  19.38   6.45  17.71   3.00  16.57   1.77  21.31  16.75   2.40  18.26   4.82  16.64   2.28  15.14   1.15  20.22  15.61   1.76  16.76   3.00  15.52   1.69  14.49   1.05  19.09  UGC11214                    289.4   320.1
2013bi      15.30   0.99  17.87   3.23  16.39   1.63  14.98   0.85  18.78  14.73   0.95  17.17   2.92  15.73   1.50  14.42   0.82  18.20  14.34   0.98  16.96   3.27  15.47   1.65  13.99   0.84  17.82  NGC6632                     303.0   271.0
2001br      14.51   0.68  17.77   3.08  16.23   1.51  14.70   0.75  17.98  13.78   0.61  17.01   2.71  15.48   1.34  13.98   0.67  17.26  13.54   0.68  16.81   3.07  15.27   1.50  13.74   0.74  17.02  UGC11260                    245.6   249.1
2014F       17.83   3.17  19.34   6.34  17.61   2.86  15.68   1.18  21.31  18.11   4.49  20.80  15.54  17.82   3.93  15.98   1.69  21.58  17.00   3.34  19.01   8.43  16.75   2.98  15.23   1.48  20.48  NGC6667                     268.1   239.4
1934A       16.33   1.59  18.13   3.63  16.60   1.80  14.95   0.84  19.81  15.54   1.38  17.39   3.23  15.82   1.57  14.18   0.74  19.02  14.88   1.26  16.45   2.60  15.11   1.40  13.71   0.74  18.35  IC4719                      264.8   265.8
2005da     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  18.03   5.36 -99.00   0.01 -99.00   0.01  16.66   2.86  21.51  UGC11301                    647.1   571.6
2006bq      13.95   0.53  17.43   2.63  15.90   1.30  14.31   0.63  17.43  13.24   0.48  16.72   2.36  15.18   1.17  13.60   0.56  16.72  12.92   0.51  16.36   2.48  14.84   1.23  13.27   0.60  16.40  NGC6685                     270.3   274.8
2013ay      16.70   1.88  19.63   7.24  18.04   3.49  16.31   1.57  20.18  16.22   1.88  18.96   6.66  17.43   3.28  15.88   1.61  19.70  15.88   1.99  18.46   6.54  17.01   3.36  15.53   1.70  19.36  IC4745                      238.0   271.4
2002cw      17.32   2.51  20.84  12.69  18.78   4.91  16.76   1.93  20.80  16.43   2.08  18.90   6.48  17.45   3.31  15.95   1.66  19.91  16.02   2.12  19.48  10.48  17.52   4.24  15.37   1.58  19.49  NGC6700                     206.0   198.6
2001cn      17.04   2.20  20.02   8.69  18.30   3.93  16.51   1.72  20.52  16.56   2.20  18.94   6.60  17.51   3.41  16.09   1.77  20.04  15.64   1.79  18.20   5.81  16.67   2.87  15.20   1.46  19.12  IC4758                      285.1   265.3
2002cs      16.57   1.77  19.03   5.49  17.55   2.78  16.00   1.36  20.05  16.04   1.73  18.81   6.22  17.16   2.90  15.39   1.28  19.52  15.69   1.83  18.11   5.58  16.65   2.84  15.09   1.39  19.17  NGC6702                     177.0   196.5
2004ac     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.29  12.28 -99.00  17.60   4.41  19.16   9.05  18.00   5.30  17.72   4.64  21.08  IC4769                      221.8   246.2
2002dw      16.04   1.39  19.36   6.40  17.85   3.20  16.37   1.61  19.52  15.70   1.48  19.16   7.28  17.63   3.60  16.04   1.73  19.18  15.10   1.39  18.21   5.83  16.74   2.96  15.39   1.59  18.58  UGC11376                    218.6   221.4
1971R       13.81   0.50  16.38   1.63  14.88   0.81  13.37   0.41  17.29  13.07   0.44  15.64   1.44  14.14   0.72  12.63   0.36  16.55  12.75   0.47  15.29   1.52  13.80   0.77  12.31   0.39  16.22  IC4798                      236.4   240.5
2011bo      15.93   1.32  19.02   5.48  17.51   2.74  16.00   1.36  19.41  15.12   1.13  18.28   4.85  16.77   2.42  15.20   1.17  18.60  14.82   1.22  18.00   5.29  16.46   2.60  14.88   1.26  18.30  ESO337-006                  230.8   213.6
1999bx      15.46   1.06  17.90   3.27  16.43   1.66  15.01   0.86  18.94  14.93   1.04  17.42   3.27  15.93   1.64  14.47   0.84  18.41  14.51   1.06  16.94   3.25  15.46   1.65  14.07   0.87  17.98  NGC6745                     256.4   261.8
